@relation processed

@attribute sip numeric
@attribute sport numeric
@attribute dip numeric
@attribute dport numeric
@attribute protocal numeric
@attribute interval1 numeric
@attribute interval2 numeric
@attribute interval3 numeric
@attribute interval4 numeric
@attribute interval5 numeric
@attribute interval6 numeric
@attribute interval7 numeric
@attribute interval8 numeric
@attribute interval9 numeric
@attribute packet_len1 numeric
@attribute packet_len2 numeric
@attribute packet_len3 numeric
@attribute packet_len4 numeric
@attribute packet_len5 numeric
@attribute packet_len6 numeric
@attribute packet_len7 numeric
@attribute packet_len8 numeric
@attribute packet_len9 numeric
@attribute packet_len10 numeric
@attribute payload_len1 numeric
@attribute payload_len2 numeric
@attribute payload_len3 numeric
@attribute payload_len4 numeric
@attribute payload_len5 numeric
@attribute payload_len6 numeric
@attribute payload_len7 numeric
@attribute payload_len8 numeric
@attribute payload_len9 numeric
@attribute payload_len10 numeric

@data
1600000,53963,769024,80,6,0.002828,3.1e-05,2.72179,0.002771,0.000159,0.0004,4e-05,0.000104,0.000121,66,60,54,515,60,358,1494,54,1494,1494,0,0,0,461,0,304,1440,0,1440,1440
1600000,54014,980480,80,6,0.048927,0.000113,0.000395,0.000106,1e-05,0.048678,0.000127,5e-05,0.006322,66,66,54,1067,1414,363,60,60,60,267,0,0,0,1013,1360,309,0,0,0,213
1600000,54019,772608,80,6,0.049715,7.5e-05,0.00025,4.6e-05,0.058503,0.00013,0.06214,8.5e-05,3.3e-05,66,66,54,1189,452,60,60,273,317,54,0,0,0,1135,398,0,0,219,263,0
1600000,54021,743936,443,6,0.038022,0.000112,0.000337,0.038739,0.002499,9.6e-05,4.5e-05,0.000131,0.013759,66,66,54,268,60,1484,1484,54,726,308,0,0,0,214,0,1430,1430,0,672,254
1600000,54024,792064,443,6,0.036761,7.3e-05,0.000268,0.036645,0.002011,5.7e-05,3.7e-05,7.9e-05,2.3e-05,66,66,54,271,60,1484,743,66,1484,54,0,0,0,217,0,1430,689,0,1430,0
1600000,54026,751616,443,6,0.044425,4.6e-05,0.000206,0.040582,0.001364,0.000133,2.7e-05,8.8e-05,0.007569,66,66,54,269,60,1484,1484,54,1064,308,0,0,0,215,0,1430,1430,0,1010,254
1600000,54025,1230848,443,6,0.06283,5.7e-05,0.000213,0.059414,0.000748,9.9e-05,1.3e-05,6e-05,0.006437,66,66,54,269,60,1484,1484,54,1063,308,0,0,0,215,0,1430,1430,0,1009,254
1600000,54023,792064,80,6,0.037467,9e-05,0.000337,0.037667,0.005192,0.001398,0.045316,0.203378,0.033455,66,66,54,752,60,841,614,715,54,715,0,0,0,698,0,787,560,661,0,661
1600000,54030,750080,80,6,0.04407,7.8e-05,0.00039,0.053575,0.000734,0.00046,5.4e-05,9.4e-05,3.2e-05,66,66,54,1032,60,276,142,54,60,54,0,0,0,978,0,222,88,0,0,0
1600000,54033,1243648,443,6,0.038217,9.6e-05,0.000447,0.037116,0.000893,0.000143,6.3e-05,0.00015,0.015147,66,66,54,269,60,1484,1484,54,1064,308,0,0,0,215,0,1430,1430,0,1010,254
1600000,53945,1443328,80,6,0.008892,6.8e-05,0.204018,0.009297,0.000686,0.000152,1.5e-05,4.1e-05,0.200649,66,60,54,511,60,1494,1494,54,167,54,0,0,0,457,0,1440,1440,0,113,0
1600000,54038,858624,80,6,0.006783,0.000101,0.000349,0.007513,0.153832,0.000134,2.6e-05,8.6e-05,0.000115,66,66,54,1364,60,1494,1494,54,1494,1494,0,0,0,1310,0,1440,1440,0,1440,1440
1600000,54040,1441280,80,6,0.009281,6.6e-05,0.00018,0.009609,0.000819,5e-05,3.3e-05,0.009246,0.000105,66,60,54,503,60,1494,61,54,1494,1494,0,0,0,449,0,1440,7,0,1440,1440
1600000,54042,858624,80,6,0.007014,5.9e-05,0.000241,6.9e-05,0.007369,5.4e-05,6.5e-05,2e-05,4e-06,66,66,54,1216,1494,60,1494,60,1494,666,0,0,0,1162,1440,0,1440,0,1440,612
1600000,54044,1050624,80,6,0.019808,6.7e-05,0.001306,0.0203,0.000121,0.000417,4.5e-05,9e-05,0.000122,66,60,54,463,60,280,1494,54,1494,1494,0,0,0,409,0,226,1440,0,1440,1440
1600000,54046,1050624,80,6,0.019929,8e-05,0.001821,0.02,0.000112,0.000387,6.1e-05,0.000125,5e-05,66,66,54,466,60,280,1502,54,1502,1502,0,0,0,412,0,226,1448,0,1448,1448
1600000,54047,1050624,80,6,0.019976,7.5e-05,0.001407,0.019941,0.000189,0.000398,5.8e-05,0.000146,9.7e-05,66,60,54,462,60,280,1494,54,1494,1494,0,0,0,408,0,226,1440,0,1440,1440
1600000,54049,1050624,80,6,0.019612,8.2e-05,0.001442,0.019811,0.000128,0.000341,5.8e-05,0.000172,6.4e-05,66,60,54,463,60,279,1494,54,1494,951,0,0,0,409,0,225,1440,0,1440,897
1600000,54048,968192,80,6,0.060834,8.6e-05,0.000393,8e-06,0.061236,0.008516,9.8e-05,0.011918,0.0001,66,66,54,1494,1388,60,60,60,362,60,0,0,0,1440,1334,0,0,0,308,0
1600000,54052,973824,80,6,0.042121,7.8e-05,0.000391,0.297487,0.04792,0.000127,6.3e-05,4.2e-05,0.000746,66,66,54,895,895,60,92,60,54,54,0,0,0,841,841,0,38,0,0,0
1600000,53973,863744,80,6,0.002666,6e-05,0.000235,0.003379,0.363248,0.000112,3.1e-05,14.6908,6.8e-05,66,66,54,1056,60,1502,762,54,60,54,0,0,0,1002,0,1448,708,0,0,0
1600000,53978,863744,80,6,0.002128,5.1e-05,0.000165,0.00348,0.111448,0.196513,14.4245,3.4e-05,4.24262,66,60,54,1047,60,645,54,60,54,54,0,0,0,993,0,591,0,0,0,0
1600000,54055,957440,80,6,0.006984,6.2e-05,0.000652,0.006949,7e-05,0.006835,0.009377,0.000102,2.3e-05,66,66,54,227,60,263,60,1502,851,54,0,0,0,173,0,209,0,1448,797,0
1600000,54054,957440,80,6,0.00583,4.4e-05,0.006672,0.00617,4.7e-05,0.006031,0.041326,0.017817,0.005721,66,66,54,227,60,246,60,532,54,60,0,0,0,173,0,192,0,478,0,0
1600000,54058,1443840,80,6,0.008541,4.3e-05,0.000465,0.009001,0.000161,8.6e-05,3.2e-05,0.001322,0.009297,66,60,54,489,60,1494,761,54,489,1494,0,0,0,435,0,1440,707,0,435,1440
1600000,54065,1313792,80,6,0.007147,4.5e-05,0.000137,0.006233,0.008358,0.000121,2e-05,0.005611,0.000178,66,66,54,554,60,1502,1502,54,1502,1502,0,0,0,500,0,1448,1448,0,1448,1448
1600000,54063,844800,80,6,0.092008,0.000112,0.000183,0.093035,0.000268,7.1e-05,0.00647,0.099561,7.8e-05,66,60,54,385,60,300,54,643,386,54,0,0,0,331,0,246,0,589,332,0
1600000,53911,844800,80,6,0.090262,7e-05,0.000298,0.090074,0.004688,2.9e-05,0.002399,0.090941,5.5e-05,66,60,54,395,60,462,54,443,261,54,0,0,0,341,0,408,0,389,207,0
1600000,53951,1176064,80,6,0.059591,4.4e-05,5.40158,0.060502,0.000125,0.20339,6.45603,0.059806,0.200141,66,60,54,1207,60,116,54,947,116,54,0,0,0,1153,0,62,0,893,62,0
1600000,54067,242176,80,6,0.042057,0.000119,0.000226,0.043267,0.006006,0.000133,5.5e-05,0.000108,4.4e-05,66,66,54,1159,60,271,60,54,60,54,0,0,0,1105,0,217,1,0,0,0
1600000,54068,772608,80,6,0.049651,6.9e-05,0.000304,5.6e-05,0.059016,0.000116,0.052672,9.8e-05,5.9e-05,66,66,54,1216,454,60,60,273,317,54,0,0,0,1162,400,0,0,219,263,0
1600000,54072,858624,80,6,0.005533,7.5e-05,0.000175,0.006958,0.265018,0.000189,4.2e-05,8.3e-05,0.000107,66,66,54,1373,60,1494,1494,54,1494,1494,0,0,0,1319,0,1440,1440,0,1440,1440
1600000,54073,968192,80,6,0.061106,0.000106,0.000473,8e-06,0.062393,0.297457,0.067424,0.000134,0.014787,66,66,54,1494,1487,60,1487,60,60,362,0,0,0,1440,1433,0,1433,0,0,308
1600000,54076,1443840,80,6,0.00874,8.9e-05,0.000219,0.008297,0.000538,4.8e-05,4.5e-05,0.015438,0.008665,66,60,54,476,60,1494,79,54,473,1494,0,0,0,422,0,1440,25,0,419,1440
1600000,54077,1443328,80,6,0.008804,5.2e-05,0.000151,0.008434,0.0005,0.00012,2.2e-05,8.5e-05,0.000135,66,60,54,514,60,1494,1494,54,1494,1483,0,0,0,460,0,1440,1440,0,1440,1429
1600000,54082,1443840,80,6,0.009047,3.2e-05,0.00013,0.009065,0.000477,0.000176,8.2e-05,0.01119,0.008903,66,60,54,473,60,1494,251,54,473,1494,0,0,0,419,0,1440,197,0,419,1440
1600000,54084,1443840,80,6,0.008424,3e-05,0.0055,0.008729,0.000582,7.9e-05,4e-05,0.006895,0.009131,66,60,54,473,60,1494,81,54,473,1494,0,0,0,419,0,1440,27,0,419,1440
1600000,54071,755712,80,6,0.061793,8.3e-05,0.000191,0.06636,0.003008,0.19915,14.2191,0.066348,4.8e-05,66,60,54,784,60,1262,54,784,1494,89,0,0,0,730,0,1208,0,730,1440,35
1600000,54070,741888,80,6,0.05384,0.000104,0.000273,0.05373,0.004573,0.199985,14.2711,0.060893,0.0001,66,60,54,786,60,1255,54,795,1494,887,0,0,0,732,0,1201,0,741,1440,833
1600000,54089,968192,80,6,0.06097,9e-05,0.000355,6e-06,0.069398,0.000163,0.010704,0.000111,6.4e-05,66,66,54,1494,365,60,60,362,60,54,0,0,0,1440,311,0,0,308,0,0
1600000,54091,1072640,80,6,0.012685,0.000107,0.00018,0.009541,0.000316,6.4e-05,0.000237,5.1e-05,0.000129,66,60,54,270,60,323,54,1494,54,945,0,0,0,216,0,269,0,1440,0,891
1600000,54090,993280,80,6,0.052473,8.8e-05,0.00016,0.058338,0.000118,4.7e-05,7.5e-05,2.9e-05,0.000393,66,66,54,450,60,403,54,60,54,54,0,0,0,396,0,349,0,0,0,0
1600000,54078,761344,80,6,0.045409,3.8e-05,0.000256,0.046354,0.004631,9.2e-05,3.5e-05,9.00622,0.052372,66,60,54,784,60,1494,1161,54,786,1494,0,0,0,730,0,1440,1107,0,732,1440
1600000,54086,741888,80,6,0.054195,0.00013,0.000268,0.054101,0.008839,0.000211,5.6e-05,8.94527,0.059443,66,60,54,797,60,1494,603,54,784,1140,0,0,0,743,0,1440,549,0,730,1086
1600000,54100,858624,80,6,0.007807,0.000102,0.000278,0.007144,0.256217,0.000159,3.3e-05,7.3e-05,7.7e-05,66,66,54,1373,60,1494,1494,54,1494,1494,0,0,0,1319,0,1440,1440,0,1440,1440
1600000,54102,968192,80,6,0.061213,6.8e-05,0.000364,8e-06,0.061486,0.005133,0.000155,0.01042,7.4e-05,66,66,54,1494,1335,60,60,60,362,60,0,0,0,1440,1281,0,0,0,308,0
1600000,54097,761344,80,6,0.053812,5.7e-05,0.000402,0.05515,0.009561,0.000118,1.6e-05,0.0534,0.199754,66,60,54,795,60,1494,1494,54,172,54,0,0,0,741,0,1440,1440,0,118,0
1600000,54104,1314304,80,6,0.004921,4.9e-05,0.000144,0.005191,0.007192,0.000121,2e-05,0.004804,0.000149,66,66,54,554,60,1502,1502,54,1502,1502,0,0,0,500,0,1448,1448,0,1448,1448
1600000,54018,772608,80,6,0.050319,4.5e-05,0.000463,0.059186,0.002426,0.197319,10.9785,0.054184,0.19819,66,66,54,836,60,227,54,949,348,54,0,0,0,782,0,173,0,895,294,0
1600000,54087,741376,80,6,0.049819,6.9e-05,0.000188,0.050398,0.000951,0.199903,8.75891,0.053706,0.199303,66,60,54,786,60,942,54,786,1297,54,0,0,0,732,0,888,0,732,1243,0
1600000,54083,755712,80,6,0.059978,7.4e-05,0.000191,0.060304,0.023286,0.000101,3.8e-05,13.9352,0.070009,66,60,54,795,60,1494,1087,54,784,1494,0,0,0,741,0,1440,1033,0,730,1440
1600000,54098,761344,80,6,0.04562,7.6e-05,0.000203,0.047117,0.004856,0.203036,4.71436,0.053619,0.000119,66,60,54,795,60,1235,54,784,1494,1494,0,0,0,741,0,1181,0,730,1440,1440
1600000,54079,741376,80,6,0.059162,8.5e-05,0.000178,0.05925,0.001987,0.00013,3.4e-05,14.1005,0.062907,66,60,54,786,60,1494,896,54,786,1494,0,0,0,732,0,1440,842,0,732,1440
1600000,54108,858624,80,6,0.005341,8.6e-05,0.000163,0.005896,0.277518,0.00016,2.5e-05,7.1e-05,7.6e-05,66,66,54,1373,60,1494,1494,54,1494,1494,0,0,0,1319,0,1440,1440,0,1440,1440
1600000,54113,968192,80,6,0.064847,0.000107,0.000436,8e-06,0.06409,0.004975,0.000154,0.010125,0.000149,66,66,54,1494,1346,60,60,60,362,60,0,0,0,1440,1292,0,0,0,308,0
1600000,54039,1175552,80,6,0.057621,8.2e-05,0.000371,0.056942,0.153398,0.000141,3.8e-05,44.9936,0.056338,66,66,54,855,60,272,518,54,55,66,0,0,0,801,0,218,464,0,1,0
1600000,54114,759808,443,6,0.040824,0.000105,0.000274,0.040823,0.00097,0.00013,3.7e-05,0.000104,0.022323,66,66,54,277,60,1484,1484,54,1063,308,0,0,0,223,0,1430,1430,0,1009,254
1600000,54099,761344,80,6,0.053665,5.3e-05,4.96155,0.053924,0.003723,0.000713,0.060528,0.000121,2.3e-05,66,60,54,784,60,1337,786,1494,1319,54,0,0,0,730,0,1283,732,1440,1265,0
1600000,54085,741376,80,6,0.059976,3.9e-05,0.000649,0.060251,0.002835,0.201173,13.8469,0.061271,0.201786,66,60,54,795,60,981,54,784,942,54,0,0,0,741,0,927,0,730,888,0
1600000,54115,1366016,443,6,0.03579,0.000105,0.000227,0.036539,0.030308,0.000229,4.1e-05,9.5e-05,3.7e-05,66,66,54,283,60,1502,654,54,1502,427,0,0,0,229,0,1448,600,0,1448,373
1600000,54080,741376,80,6,0.050541,9.1e-05,0.000267,0.049174,0.001997,0.198396,17.1583,7e-05,2.47266,66,66,54,784,60,1154,54,60,54,54,0,0,0,730,0,1100,0,0,0,0
1600000,54111,741888,80,6,0.050078,8.1e-05,0.000193,0.050037,0.009068,0.000285,5.3e-05,5.60929,0.057026,66,60,54,795,60,1494,1068,54,784,1494,0,0,0,741,0,1440,1014,0,730,1440
1600000,54116,1266176,12000,6,0.093901,0.000117,0.093343,0.000344,0.093167,0.002559,0.000268,0.114639,0.000121,66,66,54,136,236,60,136,208,345,60,0,0,0,82,182,0,82,154,291,0
1600000,54118,858624,80,6,0.005869,8.2e-05,0.000207,0.007131,0.177782,0.000153,3.7e-05,0.00011,0.000103,66,66,54,1373,60,1494,1494,54,1494,1494,0,0,0,1319,0,1440,1440,0,1440,1440
1600000,54119,968192,80,6,0.061016,8.1e-05,0.000331,1e-05,0.061791,0.005228,6e-05,0.011023,6.3e-05,66,66,54,1494,1304,60,60,60,362,60,0,0,0,1440,1250,0,0,0,308,0
1600000,54109,761344,80,6,0.045528,6.6e-05,0.0002,0.045783,0.00926,0.000121,2.1e-05,6.8e-05,0.199208,66,60,54,784,60,1494,1494,54,432,54,0,0,0,730,0,1440,1440,0,378,0
1600000,54092,844800,80,6,0.096335,9.9e-05,0.000164,0.09659,0.01053,6.5e-05,0.000127,3.8e-05,32.1021,66,60,54,412,60,1494,54,1226,54,60,0,0,0,358,0,1440,0,1172,0,0
1600000,54125,968192,80,6,0.063903,7.7e-05,0.000392,7e-06,0.061719,0.00639,9.1e-05,0.009569,0.000112,66,66,54,1494,1375,60,60,60,362,60,0,0,0,1440,1321,0,0,0,308,0
1600000,54123,761344,80,6,0.054171,6.1e-05,0.000224,0.056676,0.004307,0.000107,3.0037,9.7e-05,1.45778,66,60,54,795,60,877,54,1494,54,786,0,0,0,741,0,823,0,1440,0,732
1600000,54129,858624,80,6,0.00775,0.00011,0.000191,0.008131,0.129729,0.000183,4.7e-05,0.000109,9.8e-05,66,66,54,1374,60,1494,1494,54,1494,1494,0,0,0,1320,0,1440,1440,0,1440,1440
1600000,54124,1443840,80,6,0.009471,8.8e-05,0.000245,0.009004,0.000323,5.3e-05,4.4e-05,4.55765,0.009227,66,60,54,473,60,1494,136,54,473,1415,0,0,0,419,0,1440,82,0,419,1361
1600000,54133,1372672,80,6,0.01432,4.2e-05,0.000641,0.019865,0.000588,0.000118,2.5e-05,9.8e-05,0.000122,66,60,54,775,60,1494,1494,54,1494,1494,0,0,0,721,0,1440,1440,0,1440,1440
1600000,54128,1443840,80,6,0.009354,4.3e-05,0.000177,0.009279,0.00046,0.196657,6.40652,0.025706,0.000118,66,60,54,473,60,1083,54,410,1494,1494,0,0,0,419,0,1029,0,356,1440,1440
1600000,54160,1064960,80,6,0.02021,6e-05,0.000189,0.298819,0.599985,1.20001,0.003551,6.4e-05,0.004413,66,66,54,708,708,708,590,60,172,60,0,0,0,654,654,654,536,0,118,0
1600000,54122,1443840,80,6,0.009378,7.7e-05,0.00023,0.01007,0.000537,0.207783,4.3686,0.00926,0.198116,66,60,54,473,60,1317,54,473,1303,54,0,0,0,419,0,1263,0,419,1249,0
1600000,54162,968192,80,6,0.062949,9.4e-05,0.000302,6e-06,0.072266,0.000121,0.010727,7.7e-05,4.5e-05,66,66,54,1494,563,60,60,362,60,54,0,0,0,1440,509,0,0,308,0,0
1600000,54159,1064960,80,6,0.016225,7.7e-05,0.000301,0.298944,0.600022,1.19997,1.19999,1.10862,7.4e-05,66,66,54,766,766,766,590,590,66,66,0,0,0,712,712,712,536,536,0,0
1600000,54112,741888,80,6,0.050117,9.4e-05,5.64295,0.050804,0.004897,0.200048,14.044,0.052693,0.199215,66,60,54,784,60,1219,54,784,850,54,0,0,0,730,0,1165,0,730,796,0
1600000,54134,1372672,80,6,0.015498,0.00011,9.83775,0.009427,0.000829,0.000139,4.1e-05,7.8e-05,9.5e-05,66,60,54,777,60,1494,1494,54,1494,1494,0,0,0,723,0,1440,1440,0,1440,1440
1600000,54169,1443328,80,6,0.009452,4.9e-05,0.034386,0.009535,0.00037,0.00012,2.1e-05,0.000101,0.000122,66,66,54,432,60,1502,1502,54,1502,1502,0,0,0,378,0,1448,1448,0,1448,1448
1600000,54173,973824,80,6,0.062469,0.000115,0.000392,0.066014,0.108559,0.000158,4.8e-05,8.3e-05,3.2e-05,66,66,54,1034,60,1494,1470,54,60,54,0,0,0,980,0,1440,1416,0,0,0
1600000,54136,1372672,80,6,0.016041,9e-05,10.1855,0.009988,5.6e-05,5.3e-05,2.1e-05,8.1e-05,0.000121,66,60,54,724,60,1494,1494,54,1494,1494,0,0,0,670,0,1440,1440,0,1440,1440
1600000,54137,741888,80,6,0.060899,3.3e-05,3.70141,7.7e-05,5.99928,5.8e-05,0.436544,0.053161,0.012164,66,66,54,66,66,66,66,740,60,1494,0,0,0,0,0,0,0,686,0,1440
1600000,54138,741888,80,6,0.060085,7.4e-05,10.1374,0.052819,0.00667,9.8e-05,1.4e-05,0.049872,0.000149,66,60,54,742,60,1494,1494,54,1494,1494,0,0,0,688,0,1440,1440,0,1440,1440
1600000,54174,1372672,80,6,0.013426,5.1e-05,0.00088,0.012864,0.025319,8.5e-05,1.6e-05,0.114135,0.009033,66,60,54,703,60,1494,1222,54,748,1494,0,0,0,649,0,1440,1168,0,694,1440
1600000,54179,1443328,80,6,0.010248,3.5e-05,0.00057,0.01015,6.9e-05,0.000121,1.6e-05,0.000109,0.000118,66,60,54,448,60,1494,1494,54,1494,1494,0,0,0,394,0,1440,1440,0,1440,1440
1600000,54182,1443328,80,6,0.009388,3.7e-05,0.000825,0.009927,5.3e-05,0.000148,1.4e-05,9.1e-05,0.000143,66,66,54,448,60,1502,1502,54,1502,1502,0,0,0,394,0,1448,1448,0,1448,1448
1600000,54181,1443328,80,6,0.009865,3.5e-05,0.000869,0.010208,0.000605,0.000121,1.5e-05,0.000107,0.000121,66,60,54,448,60,1494,1494,54,1494,1494,0,0,0,394,0,1440,1440,0,1440,1440
1600000,54180,1443328,80,6,0.010398,3.8e-05,0.000757,0.010785,0.001062,0.000122,1.5e-05,0.000106,0.000128,66,60,54,448,60,1494,1494,54,1494,1494,0,0,0,394,0,1440,1440,0,1440,1440
1600000,54170,1443328,80,6,0.009058,3.1e-05,0.525021,0.009362,0.00033,0.000158,1.8e-05,5.2e-05,0.001439,66,66,54,448,60,1502,1502,54,97,448,0,0,0,394,0,1448,1448,0,43,394
1600000,54178,974336,80,6,0.062248,0.000115,0.000421,0.063346,0.021874,0.00014,2.6e-05,4.9e-05,1.5e-05,66,66,54,1062,60,263,286,54,60,54,0,0,0,1008,0,209,232,0,0,0
1600000,54163,1064960,80,6,0.002744,5.8e-05,2.052,0.305459,0.600015,1.19998,0.003437,0.000404,0.000109,66,60,54,725,725,725,725,60,1494,590,0,0,0,671,671,671,671,0,1440,536
1600000,54164,1064960,80,6,0.002575,4.9e-05,2.06439,0.299637,0.600023,1.19997,0.81033,0.002735,1.58992,66,60,54,725,725,725,725,54,60,725,0,0,0,671,671,671,671,0,0,671
1600000,54135,1372672,80,6,0.015671,3.8e-05,10.1833,0.014204,8.2e-05,0.199703,0.008874,0.201178,6.04617,66,66,54,724,60,1502,54,559,54,774,0,0,0,670,0,1448,0,505,0,720
1600000,54203,1443840,80,6,0.008986,0.000105,0.000374,0.009221,0.000513,0.000121,2.1e-05,0.0001,0.000122,66,60,54,429,60,1494,1494,54,1494,1494,0,0,0,375,0,1440,1440,0,1440,1440
1600000,54204,942592,80,6,0.006848,5e-05,0.000335,0.007173,0.006919,9.7e-05,2e-05,4.6e-05,3.4e-05,66,60,54,1029,60,287,543,54,60,54,0,0,0,975,0,233,489,0,0,0
